,area_type,availability,location,total_sqft,bath,price,bhk
675,Super built-up  Area,Ready To Move,Other,1210.0,2.0,80.9,2
676,Plot  Area,Ready To Move,Other,4111.0,4.0,250.0,4
677,Super built-up  Area,Ready To Move,Other,1762.0,3.0,91.45,3
680,Built-up  Area,Ready To Move,Other,1420.0,2.0,100.0,3
681,Built-up  Area,Ready To Move,Other,1490.0,3.0,78.8,3
683,Super built-up  Area,Available Soon,Other,1425.0,2.0,94.0,3
690,Super built-up  Area,Ready To Move,Other,1349.0,2.0,98.2,2
692,Super built-up  Area,Ready To Move,Other,1417.0,2.0,75.0,2
693,Plot  Area,Available Soon,Other,1475.0,3.0,98.0,3
695,Super built-up  Area,Ready To Move,Other,2000.0,4.0,120.0,4
698,Super built-up  Area,Ready To Move,Other,1450.0,3.0,100.0,3
699,Super built-up  Area,Ready To Move,Other,1847.0,3.0,105.0,3
701,Super built-up  Area,Ready To Move,Other,1665.0,3.0,95.0,3
703,Super built-up  Area,Ready To Move,Other,1850.0,3.0,150.0,3
704,Super built-up  Area,Ready To Move,Other,1438.0,2.0,100.0,2
705,Super built-up  Area,Ready To Move,Other,1560.0,3.0,115.0,3
711,Super built-up  Area,Ready To Move,Other,1385.0,2.0,83.09,2
712,Plot  Area,Ready To Move,Other,1200.0,2.0,128.0,2
717,Built-up  Area,Ready To Move,Other,1645.0,3.0,95.0,3
718,Plot  Area,Ready To Move,Other,2650.0,4.0,198.0,4
719,Super built-up  Area,Ready To Move,Other,1192.0,2.0,74.0,2
720,Super built-up  Area,Ready To Move,Other,2135.0,3.0,215.0,3
722,Super built-up  Area,Ready To Move,Other,3122.0,6.0,230.0,4
724,Plot  Area,Available Soon,Other,1200.0,2.0,79.0,2
727,Super built-up  Area,Ready To Move,Other,1325.0,2.0,76.0,2
728,Built-up  Area,Ready To Move,Other,1850.0,3.0,150.0,3
729,Super built-up  Area,Ready To Move,Other,1200.0,2.0,65.0,2
730,Plot  Area,Ready To Move,Other,1350.0,2.0,140.0,3
732,Super built-up  Area,Ready To Move,Other,1800.0,3.0,150.0,3
734,Super built-up  Area,Ready To Move,Other,1508.0,2.0,77.0,2
737,Super built-up  Area,Available Soon,Other,630.0,1.0,28.35,1
738,Super built-up  Area,Ready To Move,Other,1762.0,3.0,125.0,3
739,Super built-up  Area,Available Soon,Other,950.0,2.0,50.0,2
740,Super built-up  Area,Ready To Move,Other,3252.0,5.0,335.0,4
742,Super built-up  Area,Ready To Move,Other,1308.0,2.0,89.04,2
743,Super built-up  Area,Ready To Move,Other,1200.0,3.0,90.0,3
744,Built-up  Area,Ready To Move,Other,500.0,1.0,18.5,1
746,Super built-up  Area,Available Soon,Other,530.0,1.0,11.66,1
747,Built-up  Area,Ready To Move,Other,1205.0,2.0,66.0,2
748,Super built-up  Area,Ready To Move,Other,1075.0,2.0,60.0,2
751,Super built-up  Area,Ready To Move,Other,2483.0,5.0,212.0,4
753,Super built-up  Area,Ready To Move,Other,1050.0,2.0,65.0,2
755,Super built-up  Area,Ready To Move,Other,1600.0,2.0,108.0,3
756,Super built-up  Area,Ready To Move,Other,1935.0,3.0,110.0,3
757,Super built-up  Area,Available Soon,Other,451.0,1.0,29.9,1
758,Super built-up  Area,Available Soon,Other,1400.0,3.0,77.0,3
759,Super built-up  Area,Ready To Move,Other,1801.0,3.0,115.0,3
760,Built-up  Area,Ready To Move,Other,1451.0,2.0,90.0,2
765,Built-up  Area,Ready To Move,Other,1580.0,2.0,134.0,3
766,Super built-up  Area,Available Soon,Other,1826.0,3.0,121.0,3
767,Built-up  Area,Ready To Move,Other,1245.0,2.0,94.0,2
770,Super built-up  Area,Available Soon,Other,1693.0,3.0,108.0,3
775,Built-up  Area,Ready To Move,Other,1656.0,2.0,120.0,2
777,Plot  Area,Ready To Move,Other,1200.0,2.0,65.0,2
778,Super built-up  Area,Ready To Move,Other,1175.0,2.0,82.0,2
779,Plot  Area,Ready To Move,Other,1200.0,2.0,125.0,4
782,Built-up  Area,Ready To Move,Other,1760.0,3.0,88.0,3
783,Super built-up  Area,Ready To Move,Other,1125.0,2.0,62.0,2
784,Plot  Area,Available Soon,Other,1000.0,2.0,55.0,2
787,Super built-up  Area,Ready To Move,Other,1991.0,4.0,103.0,3
789,Super built-up  Area,Ready To Move,Other,1105.0,2.0,75.0,2
790,Built-up  Area,Ready To Move,Other,985.0,2.0,67.0,2
793,Super built-up  Area,Ready To Move,Other,1069.0,2.0,55.0,2
794,Super built-up  Area,Ready To Move,Other,1933.0,3.0,140.0,3
795,Built-up  Area,Available Soon,Other,1194.0,2.0,69.0,2
796,Super built-up  Area,Ready To Move,Other,1150.0,2.0,69.0,2
801,Super built-up  Area,Ready To Move,Other,708.0,1.0,40.0,2
802,Super built-up  Area,Ready To Move,Other,1250.0,2.0,76.0,2
803,Super built-up  Area,Ready To Move,Other,1400.0,2.0,95.0,3
804,Super built-up  Area,Ready To Move,Other,1750.0,3.0,100.0,3
806,Super built-up  Area,Ready To Move,Other,1715.0,2.0,95.0,3
807,Super built-up  Area,Ready To Move,Other,1752.12,3.0,135.0,3
811,Built-up  Area,Ready To Move,Other,3309.0,4.0,325.0,4
813,Super built-up  Area,Ready To Move,Other,1620.0,3.0,98.0,3
815,Super built-up  Area,Ready To Move,Other,5000.0,9.0,360.0,11
819,Built-up  Area,Ready To Move,Other,1020.0,2.0,63.0,2
821,Super built-up  Area,Available Soon,Other,1760.0,2.0,130.0,3
822,Super built-up  Area,Ready To Move,Other,1800.0,3.0,110.0,3
824,Plot  Area,Ready To Move,Other,1440.0,2.0,95.0,2
826,Super built-up  Area,Available Soon,Other,1270.0,2.0,98.0,2
827,Built-up  Area,Ready To Move,Other,1200.0,2.0,62.0,2
829,Super built-up  Area,Ready To Move,Other,1200.0,2.0,74.0,2
830,Super built-up  Area,Ready To Move,Other,929.0,2.0,50.17,2
834,Super built-up  Area,Ready To Move,Other,1130.0,2.0,60.0,2
835,Super built-up  Area,Ready To Move,Other,1753.0,3.0,120.0,3
836,Super built-up  Area,Ready To Move,Other,4500.0,7.0,337.0,5
837,Super built-up  Area,Available Soon,Other,1196.0,2.0,94.42,2
839,Super built-up  Area,Ready To Move,Other,1000.0,2.0,53.0,2
843,Plot  Area,Available Soon,Other,720.0,2.0,45.0,2
844,Super built-up  Area,Ready To Move,Other,1511.0,3.0,95.0,3
847,Built-up  Area,Ready To Move,Other,375.0,2.0,26.0,1
851,Super built-up  Area,Available Soon,Other,883.0,2.0,45.0,2
852,Built-up  Area,Ready To Move,Other,700.0,1.0,41.0,1
853,Super built-up  Area,Ready To Move,Other,1246.0,2.0,67.0,2
857,Plot  Area,Ready To Move,Other,3000.0,5.0,275.0,4
859,Built-up  Area,Available Soon,Other,1595.0,3.0,115.0,3
860,Super built-up  Area,Ready To Move,Other,1353.0,2.0,110.0,2
861,Super built-up  Area,Available Soon,Other,5230.0,6.0,465.0,4
863,Built-up  Area,Ready To Move,Other,1200.0,2.0,85.0,1
865,Built-up  Area,Ready To Move,Other,1867.0,3.0,160.0,3
869,Super built-up  Area,Ready To Move,Other,1170.0,2.0,66.0,3
870,Super built-up  Area,Ready To Move,Other,2400.0,4.0,245.0,3
875,Built-up  Area,Ready To Move,Other,1325.0,2.0,90.0,3
880,Super built-up  Area,Ready To Move,Other,3450.0,5.0,260.0,3
887,Plot  Area,Ready To Move,Other,1780.0,4.0,175.0,4
888,Super built-up  Area,Ready To Move,Other,1056.0,2.0,80.0,2
889,Super built-up  Area,Available Soon,Other,595.0,1.0,33.32,1
891,Super built-up  Area,Available Soon,Other,2225.0,3.0,160.0,3
893,Super built-up  Area,Ready To Move,Other,1490.0,3.0,84.0,3
894,Super built-up  Area,Ready To Move,Other,1600.0,3.0,86.0,3
897,Super built-up  Area,Ready To Move,Other,1544.0,3.0,120.0,3
899,Super built-up  Area,Ready To Move,Other,1230.0,2.0,80.0,2
900,Plot  Area,Ready To Move,Other,1200.0,2.0,65.0,2
901,Super built-up  Area,Ready To Move,Other,1460.0,3.0,73.0,3
903,Built-up  Area,Ready To Move,Other,540.0,1.0,36.0,1
904,Super built-up  Area,Available Soon,Other,715.0,1.0,46.0,1
907,Super built-up  Area,Ready To Move,Other,1253.0,2.0,102.0,2
910,Built-up  Area,Ready To Move,Other,1419.0,3.0,75.0,3
911,Super built-up  Area,Ready To Move,Other,1709.0,3.0,150.0,3
912,Plot  Area,Ready To Move,Other,1600.0,2.0,115.0,2
913,Super built-up  Area,Available Soon,Other,416.0,1.0,18.5,1
914,Carpet  Area,Ready To Move,Other,1100.0,2.0,98.0,2
917,Built-up  Area,Ready To Move,Other,1630.0,3.0,85.0,3
918,Super built-up  Area,Ready To Move,Other,1450.0,2.0,85.0,3
919,Super built-up  Area,Available Soon,Other,2791.0,3.0,223.0,3
920,Built-up  Area,Ready To Move,Other,834.0,1.0,60.0,1
921,Plot  Area,Ready To Move,Other,1125.0,4.0,70.0,3
922,Super built-up  Area,Ready To Move,Other,2060.0,3.0,140.0,3
926,Super built-up  Area,Available Soon,Other,3000.0,5.0,260.0,4
931,Super built-up  Area,Available Soon,Other,1920.0,3.0,134.0,3
932,Built-up  Area,Ready To Move,Other,1374.0,2.0,95.0,2
933,Carpet  Area,Ready To Move,Other,1445.0,3.0,95.0,3
934,Super built-up  Area,Available Soon,Other,711.0,1.0,36.0,1
935,Super built-up  Area,Ready To Move,Other,1500.0,3.0,95.0,3
938,Super built-up  Area,Ready To Move,Other,1200.0,2.0,85.0,2
939,Carpet  Area,Available Soon,Other,1375.0,3.0,70.0,3
940,Plot  Area,Ready To Move,Other,1050.0,1.0,56.0,2
941,Super built-up  Area,Ready To Move,Other,2250.0,3.0,160.0,3
943,Super built-up  Area,Ready To Move,Other,469.0,1.0,25.0,1
944,Super built-up  Area,Ready To Move,Other,3800.0,4.0,250.0,4
950,Carpet  Area,Ready To Move,Other,875.0,2.0,52.8,2
951,Super built-up  Area,Ready To Move,Other,750.0,1.0,40.0,1
952,Super built-up  Area,Ready To Move,Other,1180.0,2.0,80.0,2
956,Super built-up  Area,Ready To Move,Other,1128.0,2.0,60.0,2
957,Super built-up  Area,Ready To Move,Other,1500.0,3.0,150.0,3
960,Built-up  Area,Available Soon,Other,3385.0,5.0,260.0,4
963,Super built-up  Area,Ready To Move,Other,1260.0,2.0,67.39,2
967,Built-up  Area,Ready To Move,Other,2200.0,4.0,200.0,4
970,Super built-up  Area,Available Soon,Other,2072.0,3.0,108.0,3
972,Built-up  Area,Ready To Move,Other,1200.0,2.0,70.0,3
973,Super built-up  Area,Ready To Move,Other,1350.0,3.0,77.0,3
974,Super built-up  Area,Available Soon,Other,1180.0,2.0,78.34,3
975,Super built-up  Area,Ready To Move,Other,1355.0,2.0,115.0,2
976,Plot  Area,Ready To Move,Other,600.0,1.0,50.0,1
977,Super built-up  Area,Ready To Move,Other,1640.0,2.0,120.0,3
980,Super built-up  Area,Ready To Move,Other,1875.0,3.0,165.0,3
982,Super built-up  Area,Ready To Move,Other,1683.0,3.0,109.0,3
983,Super built-up  Area,Ready To Move,Other,1515.0,3.0,83.3,3
986,Super built-up  Area,Ready To Move,Other,1083.0,2.0,61.75,2
987,Plot  Area,Ready To Move,Other,600.0,2.0,55.0,2
988,Built-up  Area,Ready To Move,Other,2300.0,3.0,120.0,3
990,Super built-up  Area,Ready To Move,Other,1750.0,3.0,120.0,3
992,Plot  Area,Available Soon,Other,1500.0,3.0,139.0,3
994,Plot  Area,Ready To Move,Other,1500.0,2.0,87.0,3
996,Super built-up  Area,Available Soon,Other,5600.0,2.0,548.5,5
998,Plot  Area,Ready To Move,Other,1092.0,2.0,98.5,3
1000,Built-up  Area,Available Soon,Other,2264.0,3.0,159.0,3
1004,Super built-up  Area,Available Soon,Other,1337.0,2.0,82.0,2
1006,Super built-up  Area,Ready To Move,Other,1580.0,3.0,160.0,3
1009,Super built-up  Area,Ready To Move,Other,1470.0,2.0,82.0,3
1011,Built-up  Area,Ready To Move,Other,1050.0,2.0,71.0,2
1012,Super built-up  Area,Ready To Move,Other,1460.0,2.0,90.0,3
1013,Built-up  Area,Ready To Move,Other,1823.0,3.0,100.0,3
1016,Plot  Area,Ready To Move,Other,1200.0,3.0,85.0,4
1017,Built-up  Area,Ready To Move,Other,1590.0,2.0,125.0,3
1020,Super built-up  Area,Ready To Move,Other,1200.0,2.0,62.5,2
1021,Super built-up  Area,Available Soon,Other,1688.0,3.0,118.0,3
1022,Built-up  Area,Ready To Move,Other,1020.0,2.0,52.0,2
1027,Super built-up  Area,Available Soon,Other,2330.0,3.0,162.0,3
1028,Built-up  Area,Ready To Move,Other,425.0,1.0,20.03,1
1032,Plot  Area,Ready To Move,Other,600.0,1.0,60.0,1
1033,Super built-up  Area,Ready To Move,Other,1468.0,2.0,140.0,2
1034,Super built-up  Area,Ready To Move,Other,1341.0,2.0,97.0,2
1035,Super built-up  Area,Ready To Move,Other,1279.0,2.0,77.0,2
1043,Super built-up  Area,Ready To Move,Other,775.0,2.0,55.0,2
1044,Super built-up  Area,Ready To Move,Other,667.0,1.0,36.85,1
1045,Built-up  Area,Ready To Move,Other,1875.0,2.0,110.0,3
1046,Super built-up  Area,Ready To Move,Other,735.0,2.0,57.99,2
1048,Super built-up  Area,Ready To Move,Other,1750.0,3.0,130.0,3
1049,Super built-up  Area,Ready To Move,Other,1215.0,2.0,67.0,2
1051,Super built-up  Area,Available Soon,Other,1177.5,2.0,59.935,2
1052,Super built-up  Area,Ready To Move,Other,1779.0,3.0,89.61,3
1053,Built-up  Area,Ready To Move,Other,1105.0,2.0,58.0,2
1054,Super built-up  Area,Ready To Move,Other,1694.0,2.0,150.0,2
1055,Super built-up  Area,Ready To Move,Other,2376.0,3.0,203.0,3
1056,Super built-up  Area,Ready To Move,Other,1975.0,3.0,150.0,3
1059,Super built-up  Area,Ready To Move,Other,1475.0,3.0,75.0,3
1060,Super built-up  Area,Ready To Move,Other,1618.0,3.0,82.5,3
1061,Super built-up  Area,Ready To Move,Other,1120.0,2.0,65.0,2
1062,Super built-up  Area,Ready To Move,Other,2181.0,3.0,152.0,4
1063,Plot  Area,Ready To Move,Other,1200.0,4.0,90.0,4
1065,Super built-up  Area,Available Soon,Other,1179.0,2.0,66.02,2
1067,Super built-up  Area,Ready To Move,Other,1400.0,2.0,77.0,3
1068,Super built-up  Area,Ready To Move,Other,1222.0,2.0,63.0,2
1069,Super built-up  Area,Ready To Move,Other,1779.0,3.0,112.0,3
1071,Super built-up  Area,Available Soon,Other,4624.5,2.0,453.0,4
1072,Super built-up  Area,Ready To Move,Other,1056.0,2.0,61.0,2
1076,Built-up  Area,Ready To Move,Other,1176.0,2.0,62.0,2
1077,Super built-up  Area,Ready To Move,Other,1352.0,3.0,135.0,3
1078,Built-up  Area,Ready To Move,Other,1717.0,3.0,99.0,3
1080,Super built-up  Area,Ready To Move,Other,1246.0,2.0,67.3,2
1082,Built-up  Area,Ready To Move,Other,1157.0,2.0,84.0,2
1084,Built-up  Area,Ready To Move,Other,650.0,1.0,33.0,1
1085,Super built-up  Area,Ready To Move,Other,1349.0,2.0,98.0,2
1086,Super built-up  Area,Ready To Move,Other,1566.0,3.0,83.3,3
1087,Super built-up  Area,Ready To Move,Other,2830.0,3.0,195.0,4
1090,Super built-up  Area,Ready To Move,Other,3670.0,4.0,300.0,4
1091,Built-up  Area,Ready To Move,Other,918.0,2.0,50.49,2
1092,Super built-up  Area,Available Soon,Other,1950.0,4.0,130.0,4
1093,Super built-up  Area,Ready To Move,Other,1695.0,3.0,90.0,3
1094,Super built-up  Area,Ready To Move,Other,1705.0,3.0,95.0,3
1095,Built-up  Area,Ready To Move,Other,1375.0,3.0,75.0,3
1096,Super built-up  Area,Ready To Move,Other,1450.0,2.0,100.0,3
1102,Plot  Area,Ready To Move,Other,1200.0,3.0,95.0,4
1105,Super built-up  Area,Available Soon,Other,1122.5,2.0,58.935,2
1106,Super built-up  Area,Ready To Move,Other,1665.0,3.0,86.58,3
1108,Built-up  Area,Ready To Move,Other,1142.0,2.0,70.0,2
1109,Super built-up  Area,Ready To Move,Other,1976.0,3.0,184.0,3
1111,Super built-up  Area,Ready To Move,Other,1567.0,2.0,92.0,2
1123,Super built-up  Area,Ready To Move,Other,1652.0,3.0,85.0,3
1124,Super built-up  Area,Ready To Move,Other,2072.0,4.0,142.0,3
1125,Built-up  Area,Ready To Move,Other,1740.0,2.0,95.0,3
1126,Super built-up  Area,Ready To Move,Other,1145.0,2.0,60.0,3
1128,Super built-up  Area,Available Soon,Other,630.0,1.0,40.0,1
1129,Plot  Area,Ready To Move,Other,1200.0,3.0,95.0,3
1131,Super built-up  Area,Available Soon,Other,582.5,1.0,15.135,1
1133,Built-up  Area,Ready To Move,Other,3300.0,5.0,240.0,5
1134,Plot  Area,Ready To Move,Other,4500.0,5.0,415.0,5
1137,Plot  Area,Ready To Move,Other,1200.0,2.0,66.0,3
1139,Super built-up  Area,Ready To Move,Other,1180.0,2.0,69.0,2
1141,Super built-up  Area,Available Soon,Other,1385.0,2.0,80.0,2
1142,Plot  Area,Ready To Move,Other,1000.0,1.0,70.0,1
1143,Super built-up  Area,Available Soon,Other,1005.0,2.0,55.78,2
1144,Super built-up  Area,Ready To Move,Other,1575.0,3.0,125.0,3
1145,Super built-up  Area,Ready To Move,Other,975.0,2.0,65.0,2
1146,Super built-up  Area,Ready To Move,Other,1904.0,3.0,120.0,3
1147,Super built-up  Area,Ready To Move,Other,930.0,1.0,30.0,1
1148,Super built-up  Area,Ready To Move,Other,686.0,1.0,17.0,1
1149,Plot  Area,Ready To Move,Other,2400.0,3.0,150.0,2
1150,Super built-up  Area,Ready To Move,Other,1174.0,2.0,69.0,2
1151,Built-up  Area,Ready To Move,Other,3800.0,4.0,239.0,4
1152,Super built-up  Area,Ready To Move,Other,918.0,2.0,52.0,2
1155,Built-up  Area,Ready To Move,Other,793.0,2.0,45.0,2
1156,Super built-up  Area,Ready To Move,Other,1710.0,3.0,107.0,3
1157,Super built-up  Area,Ready To Move,Other,1082.0,2.0,57.5,3
1162,Super built-up  Area,Ready To Move,Other,4239.0,5.0,423.0,5
1163,Built-up  Area,Ready To Move,Other,884.0,1.0,58.0,2
1164,Super built-up  Area,Available Soon,Other,1045.0,2.0,98.89,2
1166,Super built-up  Area,Ready To Move,Other,1935.0,4.0,130.0,3
1168,Super built-up  Area,Ready To Move,Other,1680.0,3.0,150.0,3
1169,Super built-up  Area,Available Soon,Other,2470.0,5.0,247.0,4
1170,Super built-up  Area,Ready To Move,Other,2825.0,4.0,250.0,4
1171,Plot  Area,Ready To Move,Other,1800.0,4.0,187.0,5
1172,Built-up  Area,Ready To Move,Other,1799.0,3.0,90.0,3
1173,Built-up  Area,Ready To Move,Other,400.0,1.0,11.0,1
1174,Built-up  Area,Available Soon,Other,1047.0,2.0,82.0,2
1175,Super built-up  Area,Ready To Move,Other,1282.0,2.0,87.0,2
1177,Built-up  Area,Ready To Move,Other,3260.0,4.0,240.0,4
1179,Built-up  Area,Ready To Move,Other,1500.0,2.0,95.0,3
1180,Super built-up  Area,Ready To Move,Other,1500.0,2.0,95.0,3
1181,Plot  Area,Ready To Move,Other,3206.0,5.0,270.0,4
1185,Super built-up  Area,Ready To Move,Other,657.5,1.0,18.41,1
1187,Super built-up  Area,Ready To Move,Other,1300.0,1.0,115.0,2
1191,Super built-up  Area,Ready To Move,Other,1060.0,2.0,55.0,2
1194,Built-up  Area,Ready To Move,Other,530.0,1.0,20.0,1
1196,Super built-up  Area,Ready To Move,Other,1350.0,2.0,80.0,2
1198,Built-up  Area,Ready To Move,Other,650.0,2.0,42.0,2
1199,Super built-up  Area,Ready To Move,Other,1325.0,2.0,71.55,2
1201,Super built-up  Area,Available Soon,Other,1396.0,2.0,86.51,3
1206,Super built-up  Area,Ready To Move,Other,1891.0,3.0,109.0,3
1209,Super built-up  Area,Ready To Move,Other,649.5,1.0,17.535,1
1210,Plot  Area,Ready To Move,Other,2400.0,6.0,125.0,8
1211,Super built-up  Area,Ready To Move,Other,665.0,1.0,36.85,1
1212,Super built-up  Area,Available Soon,Other,1175.0,2.0,73.5,2
1213,Built-up  Area,Ready To Move,Other,1425.0,2.0,80.0,2
1215,Built-up  Area,Ready To Move,Other,1255.0,2.0,67.0,2
1216,Super built-up  Area,Ready To Move,Other,2112.95,4.0,145.0,3
1217,Super built-up  Area,Ready To Move,Other,600.0,1.0,22.0,1
1218,Super built-up  Area,Available Soon,Other,1810.0,3.0,100.0,3
1219,Super built-up  Area,Ready To Move,Other,1200.0,2.0,93.0,2
1221,Super built-up  Area,Ready To Move,Other,1548.0,3.0,89.5,3
1229,Super built-up  Area,Ready To Move,Other,1141.0,2.0,62.0,2
1230,Built-up  Area,Ready To Move,Other,400.0,1.0,12.0,1
1234,Super built-up  Area,Ready To Move,Other,1100.0,2.0,56.0,2
1235,Super built-up  Area,Available Soon,Other,1460.0,2.0,80.5,2
1238,Super built-up  Area,Ready To Move,Other,950.0,1.0,40.0,1
1239,Super built-up  Area,Ready To Move,Other,1246.0,2.0,64.5,2
1240,Super built-up  Area,Available Soon,Other,711.0,1.0,38.0,1
1243,Super built-up  Area,Ready To Move,Other,1420.0,2.0,75.0,2
1244,Super built-up  Area,Ready To Move,Other,1250.0,2.0,68.75,3
1249,Super built-up  Area,Ready To Move,Other,1800.0,3.0,90.0,3
1250,Built-up  Area,Ready To Move,Other,1600.0,4.0,125.0,5
1253,Super built-up  Area,Ready To Move,Other,2169.0,4.0,115.0,3
1254,Super built-up  Area,Ready To Move,Other,1050.0,2.0,55.5,2
1255,Super built-up  Area,Ready To Move,Other,3235.0,3.0,235.0,3
1256,Plot  Area,Ready To Move,Other,1200.0,3.0,66.0,3
1259,Super built-up  Area,Ready To Move,Other,1100.0,2.0,70.0,2
1262,Built-up  Area,Ready To Move,Other,1662.0,3.0,85.1,3
1263,Super built-up  Area,Ready To Move,Other,1464.0,2.0,105.0,3
1264,Super built-up  Area,Ready To Move,Other,1234.0,2.0,80.0,2
1266,Built-up  Area,Ready To Move,Other,3900.0,4.0,410.0,4
1268,Plot  Area,Ready To Move,Other,1350.0,2.0,75.0,3
1272,Super built-up  Area,Ready To Move,Other,1161.0,2.0,64.08,2
1273,Super built-up  Area,Ready To Move,Other,2557.0,3.0,141.0,3
1274,Built-up  Area,Ready To Move,Other,1480.0,3.0,90.0,3
1277,Super built-up  Area,Available Soon,Other,1470.0,2.0,88.64,3
1278,Super built-up  Area,Available Soon,Other,500.0,1.0,14.0,1
1279,Super built-up  Area,Ready To Move,Other,1600.0,3.0,90.0,3
1282,Plot  Area,Ready To Move,Other,6136.0,4.0,560.0,4
1283,Super built-up  Area,Ready To Move,Other,918.0,2.0,48.0,2
1284,Plot  Area,Ready To Move,Other,1500.0,3.0,115.0,3
1285,Super built-up  Area,Ready To Move,Other,1315.0,2.0,85.0,2
1288,Built-up  Area,Ready To Move,Other,3100.0,4.0,265.0,5
